ndc11,state,year,quarter,drug_name,units_reimbursed,num_prescriptions,total_amount_reimbursed,medicaid_amount_reimbursed,non_medicaid_amount_reimbursed,utilization_type,labeler_code,product_code,package_size,suppression_used,quarter_begin_date
00338963624,MA,2024,4,ZOSYN 3.37,,,,,,MCOU,00338,9636,24,true,2024-10-01
00338963801,MA,2024,4,ZOSYN 4.5 ,,,,,,MCOU,00338,9638,01,true,2024-10-01
00206886002,MA,2024,3,ZOSYN 2.25,,,,,,MCOU,00206,8860,02,true,2024-07-01
00206886102,MA,2024,3,ZOSYN 3.37,4.86,23.0,312.72,312.72,0.0,MCOU,00206,8861,02,false,2024-07-01
00206886102,MA,2024,3,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2024-07-01
00206886201,MA,2024,3,ZOSYN 4.5 ,,,,,,MCOU,00206,8862,01,true,2024-07-01
00206886202,MA,2024,3,ZOSYN 4.5 ,,,,,,MCOU,00206,8862,02,true,2024-07-01
00338963601,MA,2024,3,ZOSYN 3.37,,,,,,MCOU,00338,9636,01,true,2024-07-01
00338963624,MA,2024,3,ZOSYN 3.37,,,,,,MCOU,00338,9636,24,true,2024-07-01
00338963624,MA,2024,3,ZOSYN 3.37,11800.0,17.0,4961.29,4961.29,0.0,FFSU,00338,9636,24,false,2024-07-01
00338963801,MA,2024,3,ZOSYN 4.5 ,76.0,11.0,0.0,0.0,0.0,MCOU,00338,9638,01,false,2024-07-01
00206886002,MA,2024,2,ZOSYN 2.25,,,,,,MCOU,00206,8860,02,true,2024-04-01
00206886102,MA,2024,2,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2024-04-01
00206886102,MA,2024,2,ZOSYN 3.37,7.02,25.0,0.0,0.0,0.0,MCOU,00206,8861,02,false,2024-04-01
00206886201,MA,2024,2,ZOSYN 4.5 ,,,,,,MCOU,00206,8862,01,true,2024-04-01
00206886202,MA,2024,2,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,02,true,2024-04-01
00206886202,MA,2024,2,ZOSYN 4.5 ,,,,,,MCOU,00206,8862,02,true,2024-04-01
00338963601,MA,2024,2,ZOSYN 3.37,,,,,,MCOU,00338,9636,01,true,2024-04-01
00338963624,MA,2024,2,ZOSYN 3.37,,,,,,MCOU,00338,9636,24,true,2024-04-01
00338963624,MA,2024,2,ZOSYN 3.37,12750.0,18.0,5357.02,5357.02,0.0,FFSU,00338,9636,24,false,2024-04-01
00338963801,MA,2024,2,ZOSYN 4.5 ,64.0,13.0,155.11,155.11,0.0,MCOU,00338,9638,01,false,2024-04-01
00338963812,MA,2024,2,ZOSYN 4.5 ,,,,,,MCOU,00338,9638,12,true,2024-04-01
00206886102,MA,2024,1,ZOSYN 3.37,4.5,19.0,0.0,0.0,0.0,MCOU,00206,8861,02,false,2024-01-01
00206886201,MA,2024,1,ZOSYN 4.5 ,,,,,,MCOU,00206,8862,01,true,2024-01-01
00206886202,MA,2024,1,ZOSYN 4.5 ,,,,,,MCOU,00206,8862,02,true,2024-01-01
00338963601,MA,2024,1,ZOSYN 3.37,,,,,,MCOU,00338,9636,01,true,2024-01-01
00338963624,MA,2024,1,ZOSYN 3.37,,,,,,FFSU,00338,9636,24,true,2024-01-01
00338963801,MA,2024,1,ZOSYN 4.5 ,,,,,,MCOU,00338,9638,01,true,2024-01-01
00338963812,MA,2024,1,ZOSYN 4.5 ,,,,,,MCOU,00338,9638,12,true,2024-01-01
00338963201,MD,2024,4,ZOSYN 2.25,,,,,,FFSU,00338,9632,01,true,2024-10-01
00338963601,MD,2024,4,ZOSYN 3.37,1800.0,15.0,1506.23,1506.23,0.0,FFSU,00338,9636,01,false,2024-10-01
00338963601,MD,2024,4,ZOSYN 3.37,,,,,,MCOU,00338,9636,01,true,2024-10-01
00206886101,MD,2024,3,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2024-07-01
00206886202,MD,2024,3,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,02,true,2024-07-01
00338963201,MD,2024,3,ZOSYN 2.25,,,,,,FFSU,00338,9632,01,true,2024-07-01
00338963601,MD,2024,3,ZOSYN 3.37,1850.0,16.0,1501.74,1501.74,0.0,FFSU,00338,9636,01,false,2024-07-01
00338963624,MD,2024,3,ZOSYN 3.37,,,,,,FFSU,00338,9636,24,true,2024-07-01
00206886101,MD,2024,2,ZOSYN 3.37,50.0,23.0,1036.49,1036.49,0.0,FFSU,00206,8861,01,false,2024-04-01
00206886202,MD,2024,2,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,02,true,2024-04-01
00338963601,MD,2024,2,ZOSYN 3.37,3433.0,26.0,2601.36,2601.36,0.0,FFSU,00338,9636,01,false,2024-04-01
00338963601,MD,2024,2,ZOSYN 3.37,,,,,,MCOU,00338,9636,01,true,2024-04-01
00338963624,MD,2024,2,ZOSYN 3.37,,,,,,MCOU,00338,9636,24,true,2024-04-01
00338963624,MD,2024,2,ZOSYN 3.37,,,,,,FFSU,00338,9636,24,true,2024-04-01
00338963812,MD,2024,2,ZOSYN 4.5 ,,,,,,FFSU,00338,9638,12,true,2024-04-01
00206886101,MD,2024,1,ZOSYN 3.37,17.0,12.0,327.23,327.23,0.0,FFSU,00206,8861,01,false,2024-01-01
00206886202,MD,2024,1,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,02,true,2024-01-01
00338963224,MD,2024,1,ZOSYN 2.25,,,,,,FFSU,00338,9632,24,true,2024-01-01
00338963601,MD,2024,1,ZOSYN 3.37,950.0,11.0,688.64,374.87,313.77,MCOU,00338,9636,01,false,2024-01-01
00338963601,MD,2024,1,ZOSYN 3.37,,,,,,FFSU,00338,9636,01,true,2024-01-01
00338963624,MD,2024,1,ZOSYN 3.37,,,,,,FFSU,00338,9636,24,true,2024-01-01
00338963601,ME,2024,4,ZOSYN     ,2150.0,32.0,3016.95,2987.98,28.97,FFSU,00338,9636,01,false,2024-10-01
00338963801,ME,2024,4,ZOSYN     ,,,,,,FFSU,00338,9638,01,true,2024-10-01
00338963812,ME,2024,4,ZOSYN     ,,,,,,FFSU,00338,9638,12,true,2024-10-01
00206886101,ME,2024,3,ZOSYN     ,,,,,,FFSU,00206,8861,01,true,2024-07-01
00338963601,ME,2024,3,ZOSYN     ,,,,,,FFSU,00338,9636,01,true,2024-07-01
00338963801,ME,2024,3,ZOSYN     ,,,,,,FFSU,00338,9638,01,true,2024-07-01
00206886101,ME,2024,2,ZOSYN     ,,,,,,FFSU,00206,8861,01,true,2024-04-01
00206886102,ME,2024,2,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2024-04-01
00338963601,ME,2024,2,ZOSYN     ,,,,,,FFSU,00338,9636,01,true,2024-04-01
00338963801,ME,2024,2,ZOSYN     ,,,,,,FFSU,00338,9638,01,true,2024-04-01
00206886101,ME,2024,1,ZOSYN     ,,,,,,FFSU,00206,8861,01,true,2024-01-01
00206886102,ME,2024,1,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2024-01-01
00206886201,ME,2024,1,ZOSYN     ,,,,,,FFSU,00206,8862,01,true,2024-01-01
00338963601,ME,2024,1,ZOSYN     ,,,,,,FFSU,00338,9636,01,true,2024-01-01
00338963624,MI,2024,4,ZOSYN     ,7500.0,15.0,3108.93,3108.93,0.0,FFSU,00338,9636,24,false,2024-10-01
00338963812,MI,2024,4,ZOSYN     ,,,,,,FFSU,00338,9638,12,true,2024-10-01
00338963812,MI,2024,3,ZOSYN     ,14608.0,15.0,3749.48,3749.48,0.0,FFSU,00338,9638,12,false,2024-07-01
00338963624,MI,2024,2,ZOSYN     ,,,,,,FFSU,00338,9636,24,true,2024-04-01
00338963812,MI,2024,2,ZOSYN     ,10500.0,11.0,2828.15,2828.15,0.0,MCOU,00338,9638,12,false,2024-04-01
00338963624,MI,2024,1,ZOSYN     ,,,,,,FFSU,00338,9636,24,true,2024-01-01
00338963812,MI,2024,1,ZOSYN     ,,,,,,MCOU,00338,9638,12,true,2024-01-01
00206886101,MN,2024,4,ZOSYN     ,,,,,,MCOU,00206,8861,01,true,2024-10-01
00206886101,MN,2024,4,ZOSYN     ,,,,,,FFSU,00206,8861,01,true,2024-10-01
00206886102,MN,2024,4,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2024-10-01
00206886102,MN,2024,4,ZOSYN     ,,,,,,MCOU,00206,8861,02,true,2024-10-01
00206886202,MN,2024,4,ZOSYN     ,,,,,,MCOU,00206,8862,02,true,2024-10-01
00338963601,MN,2024,4,ZOSYN     ,1150.0,19.0,268.74,268.74,0.0,MCOU,00338,9636,01,false,2024-10-01
00338963624,MN,2024,4,ZOSYN     ,,,,,,MCOU,00338,9636,24,true,2024-10-01
00338963801,MN,2024,4,ZOSYN     ,,,,,,MCOU,00338,9638,01,true,2024-10-01
00338963812,MN,2024,4,ZOSYN     ,,,,,,MCOU,00338,9638,12,true,2024-10-01
00206240401,MN,2024,3,ZOSYN     ,,,,,,MCOU,00206,2404,01,true,2024-07-01
00206885416,MN,2024,3,ZOSYN     ,,,,,,MCOU,00206,8854,16,true,2024-07-01
00206886101,MN,2024,3,ZOSYN     ,,,,,,FFSU,00206,8861,01,true,2024-07-01
00206886101,MN,2024,3,ZOSYN     ,,,,,,MCOU,00206,8861,01,true,2024-07-01
00338963201,MN,2024,3,ZOSYN     ,,,,,,MCOU,00338,9632,01,true,2024-07-01
00338963601,MN,2024,3,ZOSYN INJ ,,,,,,MCOU,00338,9636,01,true,2024-07-01
00338963601,MN,2024,3,ZOSYN INJ ,,,,,,FFSU,00338,9636,01,true,2024-07-01
00338963624,MN,2024,3,ZOSYN INJ ,,,,,,MCOU,00338,9636,24,true,2024-07-01
00338963801,MN,2024,3,ZOSYN     ,,,,,,MCOU,00338,9638,01,true,2024-07-01
00338963812,MN,2024,3,ZOSYN     ,,,,,,MCOU,00338,9638,12,true,2024-07-01
00206886102,MN,2024,2,ZOSYN     ,,,,,,MCOU,00206,8861,02,true,2024-04-01
00338963601,MN,2024,2,ZOSYN INJ ,,,,,,MCOU,00338,9636,01,true,2024-04-01
00338963601,MN,2024,2,ZOSYN INJ ,,,,,,FFSU,00338,9636,01,true,2024-04-01
00338963801,MN,2024,2,ZOSYN INJ ,,,,,,MCOU,00338,9638,01,true,2024-04-01
00338963812,MN,2024,2,ZOSYN INJ ,,,,,,MCOU,00338,9638,12,true,2024-04-01
00206240401,MN,2024,1,ZOSYN     ,,,,,,MCOU,00206,2404,01,true,2024-01-01
00206885416,MN,2024,1,ZOSYN     ,,,,,,MCOU,00206,8854,16,true,2024-01-01
00206886101,MN,2024,1,ZOSYN     ,,,,,,MCOU,00206,8861,01,true,2024-01-01
00206886102,MN,2024,1,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2024-01-01
00206886102,MN,2024,1,ZOSYN     ,11.0,11.0,966.77,906.03,60.74,MCOU,00206,8861,02,false,2024-01-01
00206886202,MN,2024,1,ZOSYN     ,,,,,,MCOU,00206,8862,02,true,2024-01-01
00338963601,MN,2024,1,ZOSYN INJ ,,,,,,MCOU,00338,9636,01,true,2024-01-01
00338963624,MN,2024,1,ZOSYN INJ ,,,,,,MCOU,00338,9636,24,true,2024-01-01
00338963801,MN,2024,1,ZOSYN INJ ,,,,,,MCOU,00338,9638,01,true,2024-01-01
00338963812,MN,2024,1,ZOSYN INJ ,,,,,,MCOU,00338,9638,12,true,2024-01-01
00206886201,MO,2024,4,ZOSYN     ,,,,,,FFSU,00206,8862,01,true,2024-10-01
00338963624,MO,2024,4,ZOSYN     ,,,,,,FFSU,00338,9636,24,true,2024-10-01
00206886101,MO,2024,3,ZOSYN     ,,,,,,FFSU,00206,8861,01,true,2024-07-01
00206886102,MO,2024,3,ZOSYN     ,14.0,12.0,284.2,284.2,0.0,FFSU,00206,8861,02,false,2024-07-01
00206886201,MO,2024,3,ZOSYN     ,,,,,,FFSU,00206,8862,01,true,2024-07-01
00206886202,MO,2024,3,ZOSYN     ,,,,,,FFSU,00206,8862,02,true,2024-07-01
00206886101,MO,2024,2,ZOSYN     ,22.0,11.0,446.6,446.6,0.0,FFSU,00206,8861,01,false,2024-04-01
00206886102,MO,2024,2,ZOSYN     ,18.0,13.0,365.4,365.4,0.0,FFSU,00206,8861,02,false,2024-04-01
00206886201,MO,2024,2,ZOSYN     ,,,,,,FFSU,00206,8862,01,true,2024-04-01
00206886202,MO,2024,2,ZOSYN     ,,,,,,FFSU,00206,8862,02,true,2024-04-01
00206886001,MO,2024,1,ZOSYN     ,,,,,,FFSU,00206,8860,01,true,2024-01-01
00206886101,MO,2024,1,ZOSYN     ,11.0,11.0,223.3,223.3,0.0,FFSU,00206,8861,01,false,2024-01-01
00206886102,MO,2024,1,ZOSYN     ,1.0,32.0,1015.0,1015.0,0.0,FFSU,00206,8861,02,false,2024-01-01
00206886201,MO,2024,1,ZOSYN     ,,,,,,FFSU,00206,8862,01,true,2024-01-01
00206886202,MO,2024,1,ZOSYN     ,,,,,,FFSU,00206,8862,02,true,2024-01-01
00338963624,MO,2024,1,ZOSYN     ,,,,,,FFSU,00338,9636,24,true,2024-01-01
00206885208,MS,2024,4,ZOSYN     ,,,,,,FFSU,00206,8852,08,true,2024-10-01
00338963624,MS,2024,4,ZOSYN INJ ,,,,,,MCOU,00338,9636,24,true,2024-10-01
00338963624,MS,2024,4,ZOSYN INJ ,,,,,,FFSU,00338,9636,24,true,2024-10-01
00206885416,MS,2024,3,ZOSYN     ,,,,,,MCOU,00206,8854,16,true,2024-07-01
00206885416,MS,2024,3,ZOSYN     ,,,,,,FFSU,00206,8854,16,true,2024-07-01
00206310001,MS,2024,2,ZOSYN     ,,,,,,FFSU,00206,3100,01,true,2024-04-01
00206885416,MS,2024,1,ZOSYN     ,,,,,,MCOU,00206,8854,16,true,2024-01-01
00206885416,MS,2024,1,ZOSYN     ,,,,,,FFSU,00206,8854,16,true,2024-01-01
00206886101,MT,2024,4,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2024-10-01
00338963601,MT,2024,4,ZOSYN 3.37,48.0,15.0,821.3,759.9,61.4,FFSU,00338,9636,01,false,2024-10-01
00206886101,MT,2024,3,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2024-07-01
00338963601,MT,2024,3,ZOSYN 3.37,96.0,23.0,1489.32,1489.32,0.0,FFSU,00338,9636,01,false,2024-07-01
00206886101,MT,2024,2,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2024-04-01
00206886102,MT,2024,2,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2024-04-01
00338963601,MT,2024,2,ZOSYN 3.37,530.0,17.0,918.58,918.58,0.0,FFSU,00338,9636,01,false,2024-04-01
00206886101,MT,2024,1,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2024-01-01
00206886102,MT,2024,1,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2024-01-01
00338963601,MT,2024,1,ZOSYN 3.37,42.0,14.0,631.4,578.87,52.53,FFSU,00338,9636,01,false,2024-01-01
00338963801,MT,2024,1,ZOSYN 4.5 ,,,,,,FFSU,00338,9638,01,true,2024-01-01
00206845525,XX,2024,4,ZOSYN PIPE,38.0,28.0,0.0,0.0,0.0,MCOU,00206,8455,25,false,2024-10-01
00206885208,XX,2024,4,ZOSYN 2.25,,,,,,FFSU,00206,8852,08,true,2024-10-01
00206885216,XX,2024,4,ZOSYN 2.25,,,,,,FFSU,00206,8852,16,true,2024-10-01
00206885216,XX,2024,4,ZOSYN 2.25,,,,,,MCOU,00206,8852,16,true,2024-10-01
00206885416,XX,2024,4,ZOSYN 3.37,,,,,,FFSU,00206,8854,16,true,2024-10-01
00206885416,XX,2024,4,ZOSYN 3.37,,,,,,MCOU,00206,8854,16,true,2024-10-01
00206885516,XX,2024,4,ZOSYN 4.5G,,,,,,MCOU,00206,8855,16,true,2024-10-01
00206885518,XX,2024,4,ZOSYN 4.5G,,,,,,MCOU,00206,8855,18,true,2024-10-01
00206886002,XX,2024,4,ZOSYN 2.25,,,,,,MCOU,00206,8860,02,true,2024-10-01
00206886101,XX,2024,4,ZOSYN 3.37,30.333,21.0,395.77,324.75,71.02,FFSU,00206,8861,01,false,2024-10-01
00206886101,XX,2024,4,ZOSYN 3.37,68.0,19.0,66.0,66.0,0.0,MCOU,00206,8861,01,false,2024-10-01
00206886102,XX,2024,4,ZOSYN 3.37,39.18,19.0,549.0,549.0,0.0,FFSU,00206,8861,02,false,2024-10-01
00206886102,XX,2024,4,ZOSYN 3.37,142.273,94.0,170080.37,170080.37,0.0,MCOU,00206,8861,02,false,2024-10-01
00206886201,XX,2024,4,ZOSYN 4.5G,,,,,,FFSU,00206,8862,01,true,2024-10-01
00206886201,XX,2024,4,ZOSYN 4.5G,,,,,,MCOU,00206,8862,01,true,2024-10-01
00206886202,XX,2024,4,ZOSYN 4.5G,116.0,17.0,261.29,225.62,35.67,FFSU,00206,8862,02,false,2024-10-01
00206886202,XX,2024,4,ZOSYN 4.5G,45.75,38.0,7015.4,6958.01,57.39,MCOU,00206,8862,02,false,2024-10-01
00338963201,XX,2024,4,ZOSYN INJ ,,,,,,FFSU,00338,9632,01,true,2024-10-01
00338963201,XX,2024,4,ZOSYN INJ ,1600.0,16.0,6146.27,6146.27,0.0,MCOU,00338,9632,01,false,2024-10-01
00338963224,XX,2024,4,ZOSYN INJ ,7850.0,17.0,2385.5,2385.5,0.0,FFSU,00338,9632,24,false,2024-10-01
00338963224,XX,2024,4,ZOSYN INJ ,1350.0,11.0,17895.45,17895.45,0.0,MCOU,00338,9632,24,false,2024-10-01
00338963601,XX,2024,4,ZOSYN INJ ,6674.003,99.0,7763.13,7672.76,90.37,FFSU,00338,9636,01,false,2024-10-01
00338963601,XX,2024,4,ZOSYN INJ ,53060.344,624.0,103564.21,99189.75,4374.46,MCOU,00338,9636,01,false,2024-10-01
00338963624,XX,2024,4,ZOSYN INJ ,151456.0,277.0,61677.33,60442.89,1234.44,FFSU,00338,9636,24,false,2024-10-01
00338963624,XX,2024,4,ZOSYN INJ ,35289.759,324.0,255792.19,255465.35,326.84,MCOU,00338,9636,24,false,2024-10-01
00338963801,XX,2024,4,ZOSYN INJ ,240.0,25.0,295.83,295.83,0.0,FFSU,00338,9638,01,false,2024-10-01
00338963801,XX,2024,4,ZOSYN INJ ,41877.0,317.0,24597.63,23046.58,1551.05,MCOU,00338,9638,01,false,2024-10-01
00338963812,XX,2024,4,ZOSYN INJ ,84404.0,90.0,21714.7,21714.7,0.0,FFSU,00338,9638,12,false,2024-10-01
00338963812,XX,2024,4,ZOSYN INJ ,17375.0,113.0,6962.55,6578.21,384.34,MCOU,00338,9638,12,false,2024-10-01
00206240401,XX,2024,3,ZOSYN 2.25,,,,,,MCOU,00206,2404,01,true,2024-07-01
00206241302,XX,2024,3,ZOSYN 4.5G,,,,,,MCOU,00206,2413,02,true,2024-07-01
00206410002,XX,2024,3,Zosyn (Taz,,,,,,FFSU,00206,4100,02,true,2024-07-01
00206845525,XX,2024,3,ZOSYN PIPE,59.0,37.0,0.0,0.0,0.0,MCOU,00206,8455,25,false,2024-07-01
00206885216,XX,2024,3,ZOSYN 2.25,,,,,,FFSU,00206,8852,16,true,2024-07-01
00206885216,XX,2024,3,ZOSYN 2.25,,,,,,MCOU,00206,8852,16,true,2024-07-01
00206885408,XX,2024,3,ZOSYN 3.37,,,,,,MCOU,00206,8854,08,true,2024-07-01
00206885416,XX,2024,3,ZOSYN 3.37,,,,,,FFSU,00206,8854,16,true,2024-07-01
00206885416,XX,2024,3,ZOSYN 3.37,13.333,12.0,7.2,7.2,0.0,MCOU,00206,8854,16,false,2024-07-01
00206885508,XX,2024,3,ZOSYN 4.5G,,,,,,MCOU,00206,8855,08,true,2024-07-01
00206885516,XX,2024,3,ZOSYN 4.5G,17.0,11.0,2460.03,2460.03,0.0,MCOU,00206,8855,16,false,2024-07-01
00206885518,XX,2024,3,ZOSYN 4.5G,,,,,,MCOU,00206,8855,18,true,2024-07-01
00206886001,XX,2024,3,ZOSYN 2.25,,,,,,MCOU,00206,8860,01,true,2024-07-01
00206886002,XX,2024,3,ZOSYN 2.25,46.0,12.0,0.0,0.0,0.0,MCOU,00206,8860,02,false,2024-07-01
00206886101,XX,2024,3,ZOSYN 3.37,45.493,36.0,750.76,742.4,8.36,FFSU,00206,8861,01,false,2024-07-01
00206886101,XX,2024,3,ZOSYN 3.37,177.0,51.0,351.3,351.3,0.0,MCOU,00206,8861,01,false,2024-07-01
00206886102,XX,2024,3,ZOSYN 3.37,73.9,62.0,1207.64,1186.0,21.64,FFSU,00206,8861,02,false,2024-07-01
00206886102,XX,2024,3,ZOSYN 3.37,371.193,192.0,183518.54,183518.54,0.0,MCOU,00206,8861,02,false,2024-07-01
00206886201,XX,2024,3,ZOSYN 4.5G,,,,,,FFSU,00206,8862,01,true,2024-07-01
00206886201,XX,2024,3,ZOSYN 4.5G,,,,,,MCOU,00206,8862,01,true,2024-07-01
00206886202,XX,2024,3,ZOSYN 4.5G,19.76,28.0,318.74,306.1,12.64,FFSU,00206,8862,02,false,2024-07-01
00206886202,XX,2024,3,ZOSYN 4.5G,100.25,78.0,11353.39,7584.09,3769.3,MCOU,00206,8862,02,false,2024-07-01
00338963201,XX,2024,3,ZOSYN INJ ,,,,,,FFSU,00338,9632,01,true,2024-07-01
00338963201,XX,2024,3,ZOSYN INJ ,2305.0,25.0,1495.34,1450.73,44.61,MCOU,00338,9632,01,false,2024-07-01
00338963224,XX,2024,3,ZOSYN INJ ,,,,,,FFSU,00338,9632,24,true,2024-07-01
00338963224,XX,2024,3,ZOSYN INJ ,1555.0,16.0,23850.5,23820.42,30.08,MCOU,00338,9632,24,false,2024-07-01
00338963601,XX,2024,3,ZOSYN INJ ,5231.001,90.0,6883.6,6411.25,472.35,FFSU,00338,9636,01,false,2024-07-01
00338963601,XX,2024,3,ZOSYN INJ ,83780.019,1063.0,116309.45,77297.82,39011.63,MCOU,00338,9636,01,false,2024-07-01
00338963624,XX,2024,3,ZOSYN INJ ,99066.004,217.0,40853.67,40366.1,487.57,FFSU,00338,9636,24,false,2024-07-01
00338963624,XX,2024,3,ZOSYN INJ ,64962.16,515.0,302900.08,227256.84,75643.24,MCOU,00338,9636,24,false,2024-07-01
00338963801,XX,2024,3,ZOSYN INJ ,543.0,27.0,513.21,513.21,0.0,FFSU,00338,9638,01,false,2024-07-01
00338963801,XX,2024,3,ZOSYN INJ ,61512.75,498.0,79818.34,34354.34,45464.0,MCOU,00338,9638,01,false,2024-07-01
00338963812,XX,2024,3,ZOSYN INJ ,70658.0,68.0,17994.13,17994.13,0.0,FFSU,00338,9638,12,false,2024-07-01
00338963812,XX,2024,3,ZOSYN INJ ,31263.0,235.0,37277.84,25711.87,11565.97,MCOU,00338,9638,12,false,2024-07-01
00206241302,XX,2024,2,ZOSYN 4.5G,,,,,,MCOU,00206,2413,02,true,2024-04-01
00206310001,XX,2024,2,Zosyn (Taz,,,,,,FFSU,00206,3100,01,true,2024-04-01
00206845525,XX,2024,2,ZOSYN PIPE,,,,,,MCOU,00206,8455,25,true,2024-04-01
00206885216,XX,2024,2,ZOSYN 2.25,,,,,,FFSU,00206,8852,16,true,2024-04-01
00206885216,XX,2024,2,ZOSYN 2.25,,,,,,MCOU,00206,8852,16,true,2024-04-01
00206885416,XX,2024,2,ZOSYN 3.37,,,,,,FFSU,00206,8854,16,true,2024-04-01
00206885416,XX,2024,2,ZOSYN 3.37,,,,,,MCOU,00206,8854,16,true,2024-04-01
00206885508,XX,2024,2,ZOSYN 4.5G,,,,,,MCOU,00206,8855,08,true,2024-04-01
00206885516,XX,2024,2,ZOSYN 4.5G,27.0,19.0,12160.6,12160.6,0.0,MCOU,00206,8855,16,false,2024-04-01
00206885518,XX,2024,2,ZOSYN 4.5G,,,,,,MCOU,00206,8855,18,true,2024-04-01
00206886001,XX,2024,2,ZOSYN 2.25,,,,,,MCOU,00206,8860,01,true,2024-04-01
00206886002,XX,2024,2,ZOSYN 2.25,146.0,33.0,0.0,0.0,0.0,MCOU,00206,8860,02,false,2024-04-01
00206886101,XX,2024,2,ZOSYN 3.37,322.034,91.0,2784.08,2540.64,243.44,FFSU,00206,8861,01,false,2024-04-01
00206886101,XX,2024,2,ZOSYN 3.37,139.333,43.0,295.41,121.11,174.3,MCOU,00206,8861,01,false,2024-04-01
00206886102,XX,2024,2,ZOSYN 3.37,109.36,67.0,1357.94,1218.83,139.11,FFSU,00206,8861,02,false,2024-04-01
00206886102,XX,2024,2,ZOSYN 3.37,417.393,235.0,184819.02,178367.25,6451.77,MCOU,00206,8861,02,false,2024-04-01
00206886201,XX,2024,2,ZOSYN 4.5G,152.002,20.0,3855.63,3855.63,0.0,FFSU,00206,8862,01,false,2024-04-01
00206886201,XX,2024,2,ZOSYN 4.5G,15.821,12.0,110.38,110.38,0.0,MCOU,00206,8862,01,false,2024-04-01
00206886202,XX,2024,2,ZOSYN 4.5G,142.52,18.0,1113.61,1113.61,0.0,FFSU,00206,8862,02,false,2024-04-01
00206886202,XX,2024,2,ZOSYN 4.5G,125.75,97.0,7443.33,7421.71,21.62,MCOU,00206,8862,02,false,2024-04-01
00338963201,XX,2024,2,ZOSYN INJ ,1646.0,20.0,1176.18,1176.18,0.0,MCOU,00338,9632,01,false,2024-04-01
00338963224,XX,2024,2,ZOSYN INJ ,,,,,,FFSU,00338,9632,24,true,2024-04-01
00338963224,XX,2024,2,ZOSYN INJ ,,,,,,MCOU,00338,9632,24,true,2024-04-01
00338963601,XX,2024,2,ZOSYN INJ ,7976.001,96.0,6284.36,6098.26,186.1,FFSU,00338,9636,01,false,2024-04-01
00338963601,XX,2024,2,ZOSYN INJ ,95944.034,1145.0,140230.63,87385.74,52844.89,MCOU,00338,9636,01,false,2024-04-01
00338963624,XX,2024,2,ZOSYN INJ ,87440.07,159.0,36246.1,35915.11,330.99,FFSU,00338,9636,24,false,2024-04-01
00338963624,XX,2024,2,ZOSYN INJ ,41425.179,423.0,540286.7,505568.25,34718.45,MCOU,00338,9636,24,false,2024-04-01
00338963801,XX,2024,2,ZOSYN INJ ,927.0,26.0,440.28,440.28,0.0,FFSU,00338,9638,01,false,2024-04-01
00338963801,XX,2024,2,ZOSYN INJ ,70058.0,533.0,115974.4,72042.86,43931.54,MCOU,00338,9638,01,false,2024-04-01
00338963812,XX,2024,2,ZOSYN INJ ,48201.0,52.0,12573.2,12493.4,79.8,FFSU,00338,9638,12,false,2024-04-01
00338963812,XX,2024,2,ZOSYN INJ ,61933.0,272.0,30584.35,27148.26,3436.09,MCOU,00338,9638,12,false,2024-04-01
00206240401,XX,2024,1,ZOSYN 2.25,,,,,,MCOU,00206,2404,01,true,2024-01-01
00206241302,XX,2024,1,ZOSYN 4.5G,,,,,,MCOU,00206,2413,02,true,2024-01-01
00206845525,XX,2024,1,ZOSYN PIPE,81.5,26.0,0.0,0.0,0.0,MCOU,00206,8455,25,false,2024-01-01
00206885216,XX,2024,1,ZOSYN 2.25,,,,,,FFSU,00206,8852,16,true,2024-01-01
00206885408,XX,2024,1,ZOSYN 3.37,,,,,,MCOU,00206,8854,08,true,2024-01-01
00206885416,XX,2024,1,ZOSYN 3.37,,,,,,FFSU,00206,8854,16,true,2024-01-01
00206885416,XX,2024,1,ZOSYN 3.37,16.0,11.0,8043.38,8043.38,0.0,MCOU,00206,8854,16,false,2024-01-01
00206885508,XX,2024,1,ZOSYN 4.5G,,,,,,MCOU,00206,8855,08,true,2024-01-01
00206885516,XX,2024,1,ZOSYN 4.5G,,,,,,FFSU,00206,8855,16,true,2024-01-01
00206885516,XX,2024,1,ZOSYN 4.5G,,,,,,MCOU,00206,8855,16,true,2024-01-01
00206886001,XX,2024,1,ZOSYN 2.25,,,,,,FFSU,00206,8860,01,true,2024-01-01
